Timestamp,var1,var2,var3,var_4,var_5
2019-12-10 00:00:00,5710.758018945058,71.94308035714286,69.61412239074707,63.347265625,389.188932800293
2019-12-10 00:10:00,5651.835333454133,72.140625,69.68661384582519,63.301953125,387.6790506998699
2019-12-10 00:20:00,5749.450688819888,72.25732421875,69.88167813618978,63.60320312500001,389.8230133056642
2019-12-10 00:30:00,5708.55848075231,71.85546875,69.68924942016602,63.08411458333334,387.6956181844077
2019-12-10 00:40:00,5736.126275482177,71.91796875,69.71692733764648,63.137109375,388.3105880737306
2019-12-10 00:50:00,5738.039025815329,71.60859375,69.62203102111815,63.100911458333336,388.2339999389649
2019-12-10 01:00:00,5671.201244780223,71.73046875,69.72088228861492,63.11796875,388.1786880493164
2019-12-10 01:10:00,5691.100581525168,71.910546875,69.76833076477051,63.12962239583334,388.4656236775715
2019-12-10 01:20:00,5739.850776945751,72.041015625,69.66948013305664,63.280859375,388.3449279785156
2019-12-10 01:30:00,5728.884258575441,72.17890625,69.65761795043946,63.307942708333336,388.3215087890625
2019-12-10 01:40:00,5688.138935768127,72.1296875,69.71956354777019,63.3845703125,388.7012975056966
2019-12-10 01:50:00,5666.192931228639,72.12734375,69.68529586791993,63.3578125,388.5062784830732
2019-12-10 02:00:00,5677.912080694835,72.026953125,69.78414573669434,63.172265625,388.5249247233074
2019-12-10 02:10:00,5724.298146629333,71.87734375,69.77228393554687,63.01123046875,387.8846806844078
2019-12-10 02:20:00,5734.7496937561045,72.103125,69.74065233866376,63.35032552083334,387.2692194620769
2019-12-10 02:30:00,5706.709322509765,72.05390625,69.63257700602215,63.2796875,388.7387603759767
2019-12-10 02:40:00,5749.574132289887,72.00078125,69.67738685607911,63.1375,388.0043785095216
2019-12-10 02:50:00,5769.573221333822,71.96378348214286,69.66157264709474,63.2208984375,388.3374059041341
2019-12-10 03:00:00,5512.52152206421,71.82991071428572,70.0596082051595,63.1951171875,388.3392448425294
2019-12-10 03:10:00,5518.062512892408,71.8625,69.62598673502603,63.18125,387.7556696573894
2019-12-10 03:20:00,5584.8575251293205,71.94283854166666,69.68397789001465,63.21746093750001,388.2984528314501
2019-12-10 03:30:00,5704.463648878732,71.751171875,69.72483558654787,62.95299479166666,387.1196751912436
2019-12-10 03:40:00,5775.220448360444,71.73046875,69.68529472351074,62.94765625,387.64919586181657
2019-12-10 03:50:00,5616.248950169881,71.6375,69.67738800048829,62.8546875,387.1604436238608
2019-12-10 04:00:00,5709.037291787466,71.6953125,69.63784790039062,62.904296875,386.8649388631187
2019-12-10 04:10:00,5682.725129121148,71.68828125,69.69715766906738,62.8822265625,386.5281768798829
2019-12-10 04:20:00,5714.332891960146,71.76328125,69.6141227722168,63.0533203125,387.2088653564453
2019-12-10 04:30:00,5683.389728813174,71.77734375,69.65366401672364,63.0234375,387.2512502034506
2019-12-10 04:40:00,5681.171487064363,71.772265625,69.66684392293294,62.9703125,386.7926910400389
2019-12-10 04:50:00,5721.402836151125,71.758203125,69.64971008300782,63.04140625,386.89057006835935
2019-12-10 05:00:00,5703.761642074584,71.81015625,69.90671997070315,63.052734375,387.0090225219727
2019-12-10 05:10:00,5698.988494567871,71.67890625,69.7235164642334,62.965234375,386.7498138427735
2019-12-10 05:20:00,5647.587257111232,71.63717447916666,69.66552696228028,62.860859375,386.7356729719375
2019-12-10 05:30:00,5616.167901426952,71.6859375,69.71429189046225,62.93743489583333,385.6576299031577
2019-12-10 05:40:00,5647.284384193422,71.655859375,69.70901870727539,62.93515625,386.0607371012372
2019-12-10 05:50:00,5685.649118385316,71.5109375,69.70901985168459,62.78984375,385.5677291870119
2019-12-10 06:00:00,5736.354458866122,71.83210286458333,69.68529624938967,63.26186104910714,388.5329589843752
2019-12-10 06:10:00,5663.884413649243,71.37265625,69.72483444213867,62.654361979166666,386.0417929513116
2019-12-10 06:20:00,5668.086479244232,71.584375,69.68134155273438,62.89765625,385.0943135579428
2019-12-10 06:30:00,5654.758325195313,71.609375,69.85136375427247,62.91171875,385.3562650044761
2019-12-10 06:40:00,5486.518591524759,71.609375,69.641801071167,62.816927083333326,385.1541824340822
2019-12-10 06:50:00,5655.543874549864,71.52734375,69.7880989074707,62.80169270833333,384.8817443847656
2019-12-10 07:00:00,5644.202038154604,71.469921875,69.7248348236084,62.80078125,384.949073791504
2019-12-10 07:10:00,5698.350079854332,71.446484375,69.68529510498048,62.74609375,384.6615661621095
2019-12-10 07:20:00,5640.562326145172,71.3890625,69.70901870727539,62.74765625,384.4015218098958
2019-12-10 07:30:00,5517.215366493225,71.474609375,69.7050651550293,62.89248046875,384.6243230183919
2019-12-10 07:40:00,5667.0353393936175,71.35546875,69.72483520507812,62.7357421875,384.1230072021485
2019-12-10 07:50:00,5668.337106895447,71.27109375,60.903461647033694,62.6822265625,384.8497528076174
2019-12-10 08:00:00,5662.31643219948,71.38977864583333,59.353493881225575,62.75358072916666,385.37606913248703
2019-12-10 08:10:00,5579.053811683656,71.0494140625,60.28268483479817,62.41015625,384.13712005615247
2019-12-10 08:20:00,5605.069211260479,71.1703125,60.12847881317138,62.54348958333334,383.944747125535
2019-12-10 08:30:00,5660.891844679516,71.29296875,59.56305618286134,62.6953125,384.3967035929362
2019-12-10 08:40:00,5612.470831845601,71.1234375,59.784480667114266,62.6328125,383.8421104431154
2019-12-10 08:50:00,5600.286088523864,71.140625,59.72912349700928,62.57431640625,383.9383682250976
2019-12-10 09:00:00,5637.640830688479,71.103515625,59.752847862243655,62.5037109375,383.91231231689454
